"","Gram","Count"
"9313","crispiness",9
"9314","crisping",3
"9315","crisply",18
"9316","crispness",27
"9317","crispy",380
"9318","criss",68
"9319","crisscross",6
"9320","crista",1
"9321","criteria",419
"9322","criterion",93
"9323","critic",305
"9324","critical",1569
"9325","critically",192
"9326","criticism",831
"9327","criticize",133
"9328","critique",464
"9329","cro",10
"9330","croak",13
"9331","croaker",1
"9332","croaky",6
"9333","croc",17
"9334","croche",1
"9335","crochet",423
"9336","crocheter",7
"9337","crocheting",89
"9338","crock",166
"9339","crocker",69
"9340","crockery",17
"9341","crocket",3
"9342","crocodile",74
"9343","crocodilian",2
"9344","crocus",14
"9345","croft",30
"9346","crofter",3
"9347","croisette",1
"9348","crone",36
"9349","cronk",1
"9350","crony",39
"9351","croodle",2
"9352","crook",67
"9353","crooked",181
"9354","crookedly",1
"9355","crookedness",5
"9356","crookneck",3
"9357","croon",16
"9358","crooner",10
"9359","crooning",20
"9360","crop",613
"9361","cropland",1
"9362","cropper",15
"9363","croppie",1
"9364","croquet",24
"9365","croquette",7
"9366","crore",73
"9367","crosa",2
"9368","crosier",1
"9369","cross",3318
"9370","crossbar",10
"9371","crossbill",1
"9372","crossbones",8
"9373","crossbow",22
"9374","crossbowman",1
"9375","crossbreed",3
"9376","crosscurrent",2
"9377","crosscut",4
"9378","crosscutting",1
"9379","crosse",9
"9380","crossed",1108
"9381","crosser",4
"9382","crosshatch",1
"9383","crossing",652
"9384","crossly",3
"9385","crossness",1
"9386","crossover",94
"9387","crosspiece",1
"9388","crosspoint",1
"9389","crossrail",1
"9390","crossroad",14
"9391","crossroads",139
"9392","crosswalk",20
"9393","crossway",7
"9394","crossways",1
"9395","crosswise",16
"9396","crossword",44
"9397","crotched",3
"9398","crotchet",5
"9399","crotchetiness",1
"9400","crotchety",16
"9401","crouch",45
"9402","crouched",45
"9403","croucher",1
"9404","crouching",28
"9405","croup",14
"9406","croupy",3
"9407","crouse",11
"9408","croute",5
"9409","crouton",4
"9410","crow",260
"9411","crowbar",14
"9412","crowberry",1
"9413","crowd",2111
"9414","crowded",527
"9415","crowder",21
"9416","crowing",24
"9417","crown",905
"9418","crowned",117
"9419","crownless",1
"9420","croy",6
"9421","croyden",1
"9422","croydon",39
"9423","cruces",17
"9424","crucial",605
"9425","crucially",53
"9426","cruciate",3
"9427","crucible",42
"9428","cruciferous",7
"9429","crucified",160
"9430","crucifier",1
"9431","crucifix",31
"9432","crucifixion",89
"9433","cruciform",2
"9434","crucify",42
"9435","cruck",1
"9436","crude",234
"9437","crudely",27
"9438","crudeness",6
"9439","crudity",3
"9440","cruel",524
"9441","cruelly",48
"9442","cruelness",2
"9443","cruelty",247
"9444","cruise",485
"9445","cruiser",75
"9446","cruller",1
"9447","crum",6
"9448","crumb",224
"9449","crumble",205
"9450","crumbliness",1
"9451","crumbly",95
"9452","crumby",3
"9453","crummock",1
"9454","crummy",45
"9455","crump",23
"9456","crumpet",9
"9457","crumple",14
"9458","crumpled",85
"9459","crumpler",2
"9460","crumpling",7
"9461","crumply",2
"9462","crunch",315
"9463","crunchiness",14
"9464","crunching",66
"9465","crunchy",330
"9466","crunk",5
"9467","crus",3
"9468","crusade",92
"9469","crusader",49
"9470","cruse",9
"9471","crush",548
"9472","crushable",3
"9473","crushed",574
"9474","crusher",31
"9475","crushing",212
"9476","crushingly",5
"9477","crusie",3
"9478","crust",689
"9479","crusta",15
"9480","crustacean",5
"9481","crusted",40
"9482","crustiness",1
"9483","crustless",6
"9484","crusty",118
"9485","crutch",37
"9486","crutcher",3
"9487","cruth",1
"9488","crux",82
"9489","cruzeiro",3
"9490","cry",2034
"9491","crybaby",10
"9492","crying",1566
"9493","cryogen",16
"9494","cryogenic",7
"9495","cryogenics",3
"9496","crypt",54
"9497","cryptic",71
"9498","cryptically",10
"9499","cryptogram",1
"9500","cryptographer",1
"9501","cryptographic",2
"9502","cryptography",6
"9503","cryptologist",1
"9504","cryptology",3
"9505","crystal",759
"9506","crystalline",41
"9507","crystallization",3
"9508","crystallize",7
"9509","crystallized",29
"9510","cuarenta",1
"9511","cub",96
"9512","cubby",28
"9513","cubbyhole",5
"9514","cube",227
"9515","cubic",75
"9516","cubical",2
"9517","cubicle",85
"9518","cubism",9
"9519","cubist",10
"9520","cubit",6
"9521","cubmaster",1
"9522","cuboid",1
"9523","cuckold",1
"9524","cuckoo",52
"9525","cucumber",290
"9526","cucurbit",2
"9527","cud",16
"9528","cuddle",197
"9529","cuddlesome",2
"9530","cuddly",120
"9531","cuddy",4
"9532","cudgel",7
"9533","cue",311
"9534","cuesta",2
"9535","cuff",138
"9536","cuirass",2
"9537","cuirassed",1
"9538","cuisine",375
"9539","cuke",2
"9540","culebra",1
"9541","culinarily",2
"9542","culinary",324
"9543","cull",38
"9544","culling",28
"9545","culmen",2
"9546","culminate",33
"9547","culmination",88
"9548","culottes",5
"9549","culpa",15
"9550","culpability",12
"9551","culpable",26
"9552","culprit",121
"9553","cult",411
"9554","cultic",3
"9555","cultish",5
"9556","cultism",2
"9557","cultist",6
"9558","cultivar",5
"9559","cultivatable",1
"9560","cultivate",118
"9561","cultivated",117
"9562","cultivation",54
"9563","cultivator",2
"9564","cultural",1807
"9565","culturally",157
"9566","culture",3778
"9567","cultured",79
"9568","cultus",17
"9569","culver",31
"9570","culverhouse",1
"9571","culvert",10
"9572","cumbersome",68
"9573","cumbersomely",2
"9574","cumin",276
"9575","cummerbund",3
"9576","cummin",7
"9577","cumulation",2
"9578","cumulative",68
"9579","cumulatively",5
"9580","cumulus",13
"9581","cuneiform",2
"9582","cunning",147
"9583","cunningly",20
"9584","cunningness",1
"9585","cup",5436
"9586","cupbearer",5
"9587","cupboard",283
"9588","cupcake",747
"9589","cupful",4
"9590","cupholder",2
"9591","cupidity",3
"9592","cupidon",1
"9593","cupola",16
"9594","cupped",32
"9595","cupping",15
"9596","cuppy",1
"9597","cupronickel",1
"9598","cuprum",1
"9599","cur",6
"9600","curability",1
"9601","curable",10
"9602","curacao",10
"9603","curate",22
"9604","curation",8
"9605","curative",11
"9606","curator",74
"9607","curatorial",14
"9608","curb",212
"9609","curbing",23
"9610","curcumin",7
"9611","curd",159
"9612","curdle",10
"9613","cure",675
"9614","curfew",88
"9615","curial",2
"9616","curie",16
"9617","curing",51
"9618","curio",14
"9619","curiosity",467
"9620","curious",1252
"9621","curiously",114
"9622","curl",249
"9623","curled",228
"9624","curler",9
"9625","curlew",1
"9626","curlicue",3
"9627","curliness",1
"9628","curling",112
"9629","curlingly",1
"9630","curly",280
"9631","curmudgeon",34
"9632","curmudgeonly",15
"9633","curr",1
"9634","currach",1
"9635","curragh",3
"9636","currant",26
"9637","currency",398
"9638","current",4527
"9639","currently",3414
"9640","curricle",1
"9641","curricula",26
"9642","curricular",34
"9643","curriculum",436
"9644","curried",33
"9645","currier",3
"9646","curry",570
"9647","curse",553
"9648","cursed",268
"9649","curser",1
"9650","cursive",24
"9651","cursor",33
"9652","cursorily",2
"9653","cursory",59
"9654","curst",2
"9655","curt",62
"9656","curtail",36
"9657","curtailed",32
"9658","curtailment",7
"9659","curtain",391
"9660","curtaining",1
"9661","curtesy",1
"9662","curtilage",1
"9663","curtly",8
"9664","curtsy",6
"9665","curvaceous",16
"9666","curvature",17
"9667","curve",430
"9668","curved",142
"9669","curver",1
"9670","curvilinear",3
"9671","curvy",60
"9672","cush",11
"9673","cushion",176
"9674","cushioned",28
"9675","cushiony",4
"9676","cushy",34
"9677","cusp",54
"9678","cuss",34
"9679","cussed",12
"9680","cusser",1
"9681","custard",246
"9682","custodial",27
"9683","custodian",17
"9684","custody",291
"9685","custom",771
"9686","customarily",8
"9687","customary",118
"9688","customer",1520
"9689","customs",381
"9690","cut",9924
"9691","cutaneous",1
"9692","cutaway",8
"9693","cutback",3
"9694","cutcher",2
"9695","cute",4134
"9696","cutely",8
"9697","cuteness",92
"9698","cuticle",15
"9699","cutie",163
"9700","cutis",1
"9701","cutlass",13
"9702","cutler",16
"9703","cutlery",43
"9704","cutlet",17
"9705","cutoff",24
"9706","cutout",43
"9707","cutpurse",1
"9708","cutted",3
"9709","cutter",276
"9710","cutthroat",14
"9711","cutting",1907
"9712","cuttle",5
"9713","cuttlefish",4
"9714","cutty",8
"9715","cutweed",1
"9716","cutwork",2
"9717","cwm",7
"9718","cyan",12
"9719","cyanide",23
"9720","cyanosis",1
"9721","cybernetic",12
"9722","cyberneticist",2
"9723","cybernetics",4
"9724","cyclamen",5
"9725","cycle",1144
"9726","cycler",1
"9727","cyclic",15
"9728","cyclical",62
"9729","cycling",380
"9730","cyclist",77
"9731","cyclization",1
"9732","cyclone",52
"9733","cyclonic",3
"9734","cyclopedia",4
"9735","cyclopes",1
"9736","cyclorama",1
"9737","cyclothymia",1
"9738","cyclus",1
"9739","cygnet",2
"9740","cylinder",96
"9741","cylindrical",18
"9742","cyma",1
"9743","cymbal",21
"9744","cynic",44
"9745","cynical",272
"9746","cynically",32
"9747","cynicism",106
"9748","cynism",1
"9749","cynosure",2
"9750","cyp",1
"9751","cypress",40
"9752","cyrus",65
"9753","cyst",32
"9754","cysteine",7
"9755","cystic",45
"9756","cysticercosis",1
"9757","cystine",1
"9758","cystitis",5
"9759","cystoscopy",1
"9760","cystotomy",1
"9761","cytogenetic",1
"9762","cytogenetically",1
"9763","cytosine",3
"9764","czar",34
"9765","czardas",2
"9766","czarist",2
"9767","d",32343
"9768","da",818
"9769","dab",116
"9770","dabba",1
"9771","dabber",17
"9772","dabble",41
"9773","dabbler",6
"9774","dabbling",30
"9775","dachshund",22
"9776","dacoit",1
"9777","dad",4956
"9778","dada",81
"9779","daddle",1
"9780","daddy",1351
"9781","dade",18
"9782","dado",2
"9783","dae",109
"9784","daemon",53
"9785","daemonic",1
"9786","daffodil",73
"9787","daffy",12
"9788","daft",89
"9789","daftness",2
"9790","dag",20
"9791","dagga",5
"9792","dagger",67
"9793","daggers",42
"9794","daggy",2
"9795","dagoba",2
"9796","dags",4
"9797","daguerreotype",5
"9798","dah",66
"9799","daikon",33
"9800","dailiness",1
"9801","daily",4410
"9802","daimon",11
"9803","daintily",9
"9804","daintiness",1
"9805","dainty",87
"9806","dairy",526
"9807","dairying",3
"9808","dairyman",2
"9809","dais",12
"9810","daisy",378
"9811","dak",3
"9812","dal",155
"9813","dale",205
"9814","daler",1
"9815","daleswoman",1
"9816","dali",55
"9817","dalk",1
"9818","dalle",1
"9819","dalliance",7
"9820","dally",22
"9821","dallying",13
"9822","dalmatic",1
"9823","dalton",47
"9824","dam",292
"9825","damage",1977
"9826","damager",2
"9827","damages",252
"9828","damagingly",2
"9829","daman",2
"9830","damascene",3
"9831","damask",62
"9832","dame",189
"9833","damier",2
"9834","damme",19
"9835","damnable",4
"9836","damnably",1
"9837","damned",455
"9838","damning",52
"9839","damningly",2
"9840","damp",348
"9841","damped",1
"9842","dampen",46
"9843","dampener",8
"9844","damper",97
"9845","damping",13
"9846","dampish",1
"9847","dampness",21
"9848","damsel",46
"9849","damselfish",2
"9850","damson",2
"9851","dan",979
"9852","danaide",1
"9853","dance",3377
"9854","dancer",384
"9855","dancing",1658
"9856","danda",1
"9857","dandelion",116
"9858","dander",9
"9859","dandruff",36
"9860","dandy",134
"9861","dandyism",4
"9862","dang",215
"9863","danger",1198
"9864","dangerous",1730
"9865","dangerously",142
"9866","dangerousness",3
"9867","dangle",35
"9868","dangler",2
"9869","dangling",148
"9870","danglingly",1
"9871","danio",1
"9872","dank",28
"9873","dankness",1
"9874","danner",10
"9875","danton",17
"9876","dao",8
"9877","dap",134
"9878","dapper",27
"9879","dapperly",1
"9880","dapple",4
"9881","dappled",41
"9882","dar",55
"9883","darat",1
"9884","darby",62
"9885","dare",892
"9886","daredevil",29
"9887","darer",6
"9888","daresay",17
"9889","dargah",5
"9890","darger",4
"9891","dari",11
"9892","daring",311
"9893","daringly",8
"9894","dariole",1
"9895","dark",6715
"9896","darken",55
"9897","darkening",40
"9898","darkish",26
"9899","darkling",7
"9900","darklings",3
"9901","darkly",89
"9902","darkness",1397
"9903","darkroom",48
"9904","darkskin",1
"9905","darksome",1
"9906","darling",500
"9907","darn",507
"9908","darned",49
"9909","darnel",1
"9910","darning",8
"9911","daroo",4
"9912","dart",70
"9913","dartboard",6
"9914","darter",2
"9915","darting",40
"9916","darts",101
"9917","das",70
"9918","dash",481
"9919","dashboard",142
"9920","dashed",116
"9921","dasher",7
"9922","dashing",121
"9923","dashingly",1
"9924","dastard",3
"9925","dastardly",41
"9926","data",2523
"9927","date",4428
"9928","dateless",1
"9929","dater",5
"9930","dating",999
"9931","datum",6
"9932","daube",5
"9933","dauber",8
"9934","daubing",3
"9935","daud",11
"9936","daughter",5586
"9937","daughterhood",1
"9938","daunt",4
"9939","daunting",273
"9940","dauntingly",3
"9941","dauntless",42
"9942","dauntlessly",2
"9943","dauphin",6
"9944","dauphine",2
"9945","daven",1
"9946","davenport",48
"9947","davy",63
"9948","daw",15
"9949","dawdle",16
"9950","dawdler",2
"9951","dawdling",8
"9952","dawkin",2
"9953","dawn",933
"9954","dawning",41
"9955","dawny",5
"9956","dawsonite",1
"9957","day",52755
"9958","dayal",1
"9959","daybook",1
"9960","daybreak",32
"9961","daydream",106
"9962","daydreamer",9
"9963","daylight",301
"9964","daylong",3
"9965","dayman",1
"9966","daymark",1
"9967","dayroom",1
"9968","days",20183
"9969","dayspring",7
"9970","daystar",1
"9971","daytime",165
"9972","daytimes",1
"9973","daze",52
"9974","dazed",69
"9975","dazedly",1
"9976","dazzle",48
"9977","dazzler",3
"9978","dazzlingly",6
"9979","de",3984
"9980","deacon",74
"9981","deaconess",1
"9982","deactivate",9
"9983","deactivation",1
"9984","deadbeat",20
"9985","deaden",5
"9986","deadening",10
"9987","deader",6
"9988","deadeye",3
"9989","deadfall",3
"9990","deadhead",3
"9991","deadline",555
"9992","deadlock",10
"9993","deadly",554
"9994","deadman",6
"9995","deadness",5
"9996","deadpan",26
"9997","deadwood",18
"9998","deaf",292
"9999","deafen",3
"10000","deafening",83
"10001","deafeningly",5
"10002","deafness",7
"10003","deal",6280
"10004","dealer",246
"10005","dealership",81
"10006","dealing",1483
"10007","dealt",568
"10008","dean",474
"10009","deaner",1
"10010","dear",2926
"10011","dearborn",30
"10012","dearie",2
"10013","dearly",218
"10014","dearth",42
"10015","deary",5
"10016","deathbed",24
"10017","deathblow",3
"10018","deathday",1
"10019","deathless",11
"10020","deathly",70
"10021","deathtrap",4
"10022","deathwatch",4
"10023","deb",114
"10024","debacle",101
"10025","debar",1
"10026","debarment",2
"10027","debase",7
"10028","debasement",4
"10029","debaser",1
"10030","debatable",45
"10031","debate",1439
"10032","debater",18
"10033","debating",178
"10034","debauch",1
"10035","debauched",11
"10036","debauchee",1
"10037","debauchery",46
"10038","debby",38
"10039","debenture",2
"10040","debilitate",3
"10041","debilitated",8
"10042","debilitation",7
"10043","debility",3
"10044","debit",94
"10045","debonair",11
"10046","debord",6
"10047","debrief",8
"10048","debris",197
"10049","debt",1577
"10050","debtor",27
"10051","debunk",19
"10052","debut",1156
"10053","debutant",5
"10054","debutante",13
"10055","decadal",2
"10056","decade",1273
"10057","decadence",41
"10058","decadency",1
"10059","decadent",161
"10060","decadently",9
"10061","decagon",2
"10062","decal",35
"10063","decalcification",1
"10064","decamp",4
"10065","decane",1
"10066","decant",5
"10067","decanter",10
"10068","decapitate",9
"10069","decapitation",15
"10070","decarbonize",1
"10071","decarbonized",1
"10072","decathlon",7
"10073","decay",224
"10074","decayed",27
"10075","decease",3
"10076","deceased",232
"10077","decedent",5
"10078","deceit",85
"10079","deceitful",55
"10080","deceitfully",2
"10081","deceitfulness",6
"10082","deceive",95
"10083","deceiver",14
"10084","deceiving",70
"10085","deceivingly",5
"10086","decelerate",3
"10087","deceleration",9
"10088","decency",108
"10089","decennia",1
"10090","decent",1615
"10091","decently",52
"10092","decentralization",12
"10093","decentralize",2
"10094","decentre",1
"10095","deception",215
"10096","deceptive",86
"10097","deceptively",43
"10098","deceptiveness",1
"10099","decibel",8
"10100","decide",2916
"10101","decided",11771
"10102","decidedly",188
"10103","decider",8
"10104","decidua",1
"10105","deciduous",20
"10106","decima",1
"10107","decimal",29
"10108","decimate",14
"10109","decimation",8
"10110","decimator",3
"10111","decipher",95
"10112","decipherable",1
"10113","decipherer",1
"10114","decision",3982
"10115","decisional",2
"10116","decisive",115
"10117","decisively",45
"10118","decisiveness",9
"10119","deck",790
"10120","decked",97
"10121","decker",89
"10122","decking",19
"10123","deckle",4
"10124","declamatory",2
"10125","declarant",1
"10126","declaration",347
"10127","declarative",10
"10128","declaratory",13
"10129","declare",371
"10130","declared",768
"10131","declassify",2
"10132","declination",5
"10133","decline",710
"10134","declined",390
"10135","declivity",2
"10136","decoct",1
"10137","decoction",8
"10138","decode",36
"10139","decolletage",2
"10140","decommission",1
"10141","decompose",15
"10142","decomposed",10
"10143","decomposer",6
"10144","decomposition",22
"10145","decompress",13
"10146","decompressing",4
"10147","decompression",9
"10148","decontaminate",4
"10149","decontamination",4
"10150","decorate",501
"10151","decorated",551
"10152","decoration",258
"10153","decorative",345
"10154","decoratively",5
"10155","decorator",64
"10156","decorous",4
"10157","decorum",33
"10158","decoy",14
"10159","decrease",287
"10160","decreasing",96
"10161","decreasingly",2
"10162","decree",104
"10163","decrement",2
"10164","decrepit",45
"10165","decrepitude",5
"10166","decrescendo",1
"10167","decried",20
"10168","decry",20
"10169","dedicate",180
"10170","dedicatee",1
"10171","dedication",337
"10172","dedicatory",2
"10173","deduce",32
"10174","deducible",1
"10175","deduct",22
"10176","deductible",61
"10177","deduction",45
"10178","deductive",10
"10179","deductively",1
"10180","dee",212
"10181","deed",203
"10182","deem",100
"10183","deep",5211
"10184","deepen",70
"10185","deepening",73
"10186","deeply",1444
"10187","deepness",5
"10188","deepwater",24
"10189","deer",515
"10190","deerberry",1
"10191","deerhound",2
"10192","deerskin",3
"10193","deerstalker",3
"10194","deerwood",1
"10195","deface",5
"10196","defacement",2
"10197","defacing",7
"10198","defalcation",1
"10199","defamation",63
"10200","defamatory",15
"10201","defame",9
"10202","defamed",8
"10203","defamer",1
"10204","default",484
"10205","defeasible",3
"10206","defeat",635
"10207","defeater",2
"10208","defeatism",4
"10209","defeatist",8
"10210","defecation",3
"10211","defect",75
"10212","defection",8
"10213","defective",47
"10214","defectively",2
"10215","defector",12
"10216","defence",590
"10217","defend",824
"10218","defendant",265
"10219","defender",118
"10220","defense",1474
"10221","defenseless",42
"10222","defensibility",2
"10223","defensible",18
"10224","defensive",414
"10225","defensively",46
"10226","defensiveness",20
"10227","defensor",3
"10228","defer",49
"10229","deference",35
"10230","deferential",11
"10231","deferentially",2
"10232","deferment",5
"10233","deferrable",1
"10234","deferral",7
"10235","deferred",53
"10236","defiance",102
"10237","defiant",68
"10238","defiantly",58
"10239","deficiency",80
"10240","deficient",51
"10241","deficit",350
"10242","defier",1
"10243","defile",21
"10244","defiled",27
"10245","defilement",7
"10246","defiler",2
"10247","defiling",5
"10248","definable",10
"10249","define",760
"10250","defined",923
"10251","definer",5
"10252","definite",381
"10253","definitely",5798
"10254","definiteness",3
"10255","definition",1221
"10256","definitional",4
"10257","definitive",179
"10258","definitively",47
"10259","deflate",34
"10260","deflation",11
"10261","deflationary",2
"10262","deflationist",1
"10263","deflator",1
"10264","deflect",44
"10265","deflected",19
"10266","deflection",22
"10267","deflector",1
"10268","defloration",2
"10269","deflower",1
"10270","defoliate",3
"10271","defoliated",1
"10272","defoliation",2
"10273","deforest",7
"10274","deforestation",24
"10275","deform",3
"10276","deformable",2
"10277","deformation",8
"10278","deformed",57
"10279","deformity",10
"10280","defraud",11
"10281","defray",10
"10282","defrayal",1
"10283","defrock",3
"10284","defrost",33
"10285","deft",47
"10286","deftly",69
"10287","deftness",6
"10288","defunct",73
"10289","defuse",11
"10290","defy",124
"10291","deg",30
"10292","degas",11
"10293","degeneracy",14
"10294","degenerate",44
"10295","degeneration",45
"10296","degenerative",25
"10297","deglaze",21
"10298","degradable",3
"10299","degradation",93
"10300","degrade",43
"10301","degraded",49
"10302","degrading",76
"10303","degreaser",3
"10304","degree",2255
"10305","degreeless",1
"10306","degustation",14
"10307","dehumanization",4
"10308","dehumanize",5
"10309","dehumidifier",3
"10310","dehumidify",1
"10311","dehydrate",14
"10312","dehydration",65
"10313","dehydrator",25
"10314","dehydrogenase",1
"10315","deicer",1
"10316","deicide",7
"10317","deictic",2
"10318","deific",1
"10319","deification",7
"10320","deify",3
"10321","deign",12
"10322","deindustrialization",2
"10323","deism",4
"10324","deist",3
"10325","deity",175
"10326","deject",1
"10327","dejected",44
"10328","dejectedly",7
"10329","dejection",5
"10330","delaine",1
"10331","delaminate",1
"10332","delay",462
"10333","delaying",51
"10334","dele",3
"10335","delectable",100
"10336","delectably",5
"10337","delectation",11
"10338","delegate",90
"10339","delegation",114
"10340","delenda",4
"10341","delete",284
"10342","deleterious",12
"10343","deletion",6
"10344","delft",18
"10345","delftware",7
"10346","deliberate",340
"10347","deliberately",421
"10348","deliberateness",6
"10349","deliberation",65
"10350","deliberative",4
"10351","delicacy",75
"10352","delicate",648
"10353","delicately",87
"10354","delicateness",4
"10355","delicatessen",22
"10356","delicioso",2
"10357","delicious",2887
"10358","deliciously",129
"10359","deliciousness",75
"10360","delight",911
"10361","delighted",572
"10362","delightedly",2
"10363","delightful",616
"10364","delightfully",99
"10365","delighting",28
"10366","delightsome",1
"10367","delightsomeness",1
"10368","delimit",1
"10369","delimitation",1
"10370","delineate",11
"10371","delineation",7
"10372","delineator",1
"10373","delinquency",20
"10374","delinquent",46
"10375","delint",2
"10376","deliquescence",1
"10377","delirious",50
"10378","deliriously",16
"10379","deliriousness",1
"10380","delirium",61
"10381","deliver",1011
"10382","deliverable",4
"10383","deliverance",94
"10384","deliverer",25
"10385","delivery",1005
"10386","deliveryman",4
"10387","dell",134
"10388","delphine",15
"10389","delta",195
"10390","deltoid",5
"10391","delude",13
"10392","deluding",18
"10393","deluge",53
"10394","delusion",123
"10395","delusional",101
"10396","delusive",3
"10397","delusory",3
"10398","deluxe",125
"10399","delve",163
"10400","delver",2
"10401","demagnetizer",1
"10402","demagogic",7
"10403","demagogue",7
"10404","demagoguery",10
"10405","demagogy",1
"10406","demand",1606
"10407","demandable",1
"10408","demander",2
"10409","demanding",601
"10410","demarcate",3
"10411","demarcation",30
"10412","demarkation",2
"10413","demean",26
"10414","demeanor",118
"10415","dement",2
"10416","demented",71
"10417","dementedly",2
"10418","dementia",115
"10419","demerit",1
"10420","demi",80
"10421","demigod",23
"10422","demihuman",1
"10423","demijohn",1
"10424","demilitarize",1
"10425","demilune",1
"10426","demimonde",2
"10427","demise",233
"10428","demission",1
"10429","demit",1
"10430","demitasse",4
"10431","demiurge",7
"10432","demob",2
"10433","demobilization",1
"10434","demobilize",1
"10435","democracy",994
"10436","democrat",311
"10437","democratic",1023
"10438","democratical",1
"10439","democratically",50
"10440","democratism",1
"10441","democratization",30
"10442","democratize",2
"10443","demodulator",1
"10444","demographer",2
"10445","demographic",217
"10446","demographically",9
"10447","demography",20
"10448","demoiselle",1
"10449","demolish",52
"10450","demolition",101
"10451","demoness",4
"10452","demoniac",1
"10453","demoniacal",2
"10454","demonic",119
"10455","demonize",36
"10456","demonology",3
"10457","demonstrable",24
"10458","demonstrably",33
"10459","demonstrate",527
"10460","demonstration",354
"10461","demonstrative",13
"10462","demonstratively",4
"10463","demonstrator",40
"10464","demoralization",7
"10465","demoralize",8
"10466","demos",120
"10467","demote",3
"10468","demotic",4
"10469","demotion",9
"10470","dempster",1
"10471","demulcent",1
"10472","demure",31
"10473","demurely",4
"10474","demurrage",1
"10475","demy",6
"10476","den",271
"10477","denarius",1
"10478","denary",1
"10479","denaturation",1
"10480","dendric",1
"10481","dendrite",2
"10482","dendritic",2
"10483","dendrochronology",5
"10484","dene",19
"10485","dengue",20
"10486","denial",407
"10487","denier",11
"10488","denigrate",17
"10489","denigration",8
"10490","denim",223
"10491","denitrification",1
"10492","denizen",11
"10493","dennet",1
"10494","denominate",2
"10495","denomination",77
"10496","denominational",46
"10497","denominationalism",2
"10498","denominator",55
"10499","denotation",4
"10500","denotative",1
"10501","denote",35
"10502","denouement",23
"10503","denounce",52
"10504","dense",427
"10505","densely",38
"10506","denseness",2
"10507","densimetrically",1
"10508","density",184
"10509","dent",102
"10510","dental",246
"10511","dentelle",1
"10512","dentin",1
"10513","dentist",294
"10514","dentistry",23
"10515","dentition",1
"10516","denture",2
"10517","denunciation",9
"10518","deny",712
"10519","deodorant",56
"10520","deodorize",1
"10521","deodorizer",1
"10522","deontological",3
"10523","deontology",7
"10524","depaint",1
"10525","depart",151
"10526","departed",197
"10527","department",2815
"10528","departmental",30
"10529","departmentalism",1
"10530","departure",363
"10531","depend",491
"10532","dependability",11
"10533","dependable",69
"10534","dependably",2
"10535","dependence",133
"10536","dependency",81
"10537","dependent",486
"10538","dependently",1
"10539","depending",1422
"10540","depersonalization",7
"10541","depersonalize",2
"10542","depict",92
"10543","depicter",1
"10544","depiction",152
"10545","depigmentation",2
"10546","depilation",2
"10547","deplane",1
"10548","deplete",15
"10549","depletion",27
"10550","deplorable",44
"10551","deplorably",5
"10552","deplore",12
"10553","deplored",16
"10554","deploy",73
"10555","deployment",154
"10556","deplume",1
"10557","deponent",2
"10558","depopulation",15
"10559","deport",26
"10560","deportation",62
"10561","deportment",6
"10562","depose",6
"10563","deposition",36
"10564","depositional",1
"10565","depository",34
"10566","depot",257
"10567","depravation",4
"10568","deprave",1
"10569","depraved",35
"10570","depravity",62
"10571","deprecate",3
"10572","deprecation",12
"10573","deprecative",1
"10574","deprecator",1
"10575","deprecatory",2
"10576","depreciate",5
"10577","depreciation",23
"10578","depreciative",1
"10579","depress",29
"10580","depressant",18
"10581","depressed",503
"10582","depressing",348
"10583","depressingly",12
"10584","depression",1030
"10585","depressive",46
"10586","depressor",3
"10587","deprivation",102
"10588","deprive",59
"10589","depth",1238
"10590","depthless",1
"10591","depute",2
"10592","deputize",1
"10593","deputy",508
"10594","deracinate",1
"10595","derail",39
"10596","derailment",4
"10597","derange",2
"10598","deranged",73
"10599","derangement",11
"10600","derate",1
"10601","deray",1
"10602","derby",288
"10603","dere",8
"10604","deregister",1
"10605","derelict",43
"10606","dereliction",11
"10607","deric",3
"10608","deride",17
"10609","derision",58
"10610","derisive",10
"10611","derisively",9
"10612","derisory",6
"10613","derivable",2
"10614","derivation",14
"10615","derivational",1
"10616","derivative",75
"10617","derive",88
"10618","derived",286
"10619","derm",3
"10620","derma",2
"10621","dermal",8
"10622","dermatitis",24
"10623","dermatological",4
"10624","dermatologist",38
"10625","dermatology",9
"10626","dermis",3
"10627","dern",14
"10628","dernier",4
"10629","derogate",1
"10630","derogation",1
"10631","derogative",2
"10632","derogatorily",4
"10633","derogatory",58
"10634","derrick",95
"10635","derringer",2
"10636","derry",68
"10637","dervish",16
"10638","desacralization",1
"10639","descale",4
"10640","descend",122
"10641","descendance",2
"10642","descendant",58
"10643","descendent",18
"10644","descending",111
"10645","descent",267
"10646","describable",5
"10647","describe",1658
"10648","describer",1
"10649","descript",17
"10650","description",1286
"10651","descriptive",155
"10652","descriptively",7
"10653","descriptiveness",7
"10654","descry",1
"10655","desecrate",8
"10656","desecration",22
"10657","deseed",1
"10658","desensitization",7
"10659","desensitize",6
"10660","deseret",12
"10661","desert",905
"10662","deserted",161
"10663","deserter",3
"10664","desertion",13
"10665","deserve",1126
"10666","deserved",464
"10667","deservedly",25
"10668","deservedness",1
"10669","deserving",183
"10670","deservingly",2
"10671","deservingness",1
"10672","desi",15
"10673","desiccant",3
"10674","desiccation",3
"10675","desiderata",2
"10676","design",6179
"10677","designate",46
"10678","designation",83
"10679","designed",2587
