"word1","word2"
"define","success"
"defined","goals"
"defining","marriage"
"definite","plans"
"definitely","good"
"definition","insanity"
"degree","day"
"degrees","outside"
"del","mar"
"delaware","st"
"delaware","penalty"
"delay","just"
"delay","thanks"
"delayed","response"
"delegates","romney"
"delete","twitter"
"deleted","twitter"
"deli","zone"
"delicate","balance"
"delicious","food"
"delight","lord"
"delighted","hear"
"delighted","announce"
"delightful","way"
"deliver","evil"
"deliver","today"
"delivered","right"
"delivering","food"
"delivers","opinion"
"delivery","service"
"dell","children"
"delta","chapter"
"dem","niggas"
"dem","rep"
"demand","respect"
"demand","jackson"
"demanded","must"
"demanding","attention"
"demands","met"
"demo","day"
"democracy","looks"
"democrat","party"
"democratic","party"
"democrats","want"
"demonstrate","value"
"den","get"
"den","go"
"denial","just"
"denied","access"
"dennis","green"
"dental","care"
"dentist","appointment"
"denver","broncos"
"deny","feelings"
"department","labor"
"departure","time"
"depend","eyes"
"dependent","effort"
"depending","time"
"depending","situation"
"depending","listen"
"depends","quality"
"depends","definition"
"depends","person"
"depends","mean"
"depends","like"
"depot","get"
"depot","office"
"depressed","just"
"depressed","get"
"depressed","today"
"depressed","go"
"depressed","mood"
"depressing","music"
"depression","low"
"dept","says"
"dept","get"
"dept","store"
"depth","look"
"deputies","investigating"
"deputy","director"
"derby","day"
"derek","fisher"
"derrick","bell"
"derrick","fisher"
"describe","happy"
"describe","word"
"describe","life"
"describe","feelings"
"described","word"
"describes","feel"
"description","like"
"desert","years"
"desert","heat"
"deserve","better"
"deserved","win"
"deserves","own"
"deserves","award"
"deserves","shot"
"design","tip"
"designated","driver"
"designed","help"
"designed","nature"
"designer","just"
"designer","today"
"designers","looking"
"designing","mobile"
"designing","developing"
"designs","thanks"
"designs","new"
"desired","notice"
"desired","outcome"
"desires","attempting"
"desk","friday"
"desk","thurs"
"desktop","version"
"desktop","pc"
"despair","hope"
"despair","future"
"desperate","need"
"desperately","need"
"despite","fact"
"dessert","table"
"desserts","spelled"
"destination","wedding"
"destinations","unaware"
"destined","become"
"destined","great"
"destiny","don"
"destroyed","town"
"destroyed","house"
"destroying","enemies"
"destructive","relationship"
"detail","oriented"
"detailed","instructions"
"details","www"
"detective","work"
"detention","centers"
"detention","center"
"detention","today"
"determination","succeed"
"determine","go"
"determine","right"
"determined","go"
"detroit","tigers"
"develop","skills"
"developed","new"
"developer","based"
"developers","like"
"developers","looking"
"developing","network"
"development","director"
"development","new"
"developments","coming"
"develops","cultures"
"device","finding"
"devices","day"
"devils","win"
"devoted","service"
"dexter","tonight"
"di","lemme"
"diabetes","research"
"diagnosed","autism"
"diagnosis","treatment"
"dial","get"
"dialogue","going"
"diamond","picking"
"diamond","lounge"
"diamonds","girl"
"diamonds","best"
"diana","just"
"diane","thanks"
"diane","lane"
"diaper","drive"
"diapers","tomorrow"
"diary","calorie"
"dice","game"
"diced","tomatoes"
"dictionary","word"
"did","just"
"diego","california"
"diet","exercise"
"diff","story"
"diff","way"
"difference","winston"
"difference","don"
"difference","man"
"difference","want"
"difference","time"
"differences","natural"
"different","ways"
"differently","time"
"difficult","time"
"difficulties","opportunities"
"difficulty","getting"
"difficulty","winston"
"dig","deep"
"digging","new"
"digital","age"
"dignity","respect"
"dilemma","today"
"dim","sum"
"dine","tonight"
"dine","delivery"
"diner","tonight"
"dining","room"
"dinner","tonight"
"dip","day"
"dip","recession"
"dipped","strawberries"
"dipping","sauce"
"direct","message"
"directed","just"
"directing","traffic"
"direction","need"
"direction","get"
"direction","coming"
"directions","like"
"directions","get"
"directly","facebook"
"directly","affects"
"director","says"
"directors","producers"
"dirt","bike"
"dis","time"
"disabilities","www"
"disability","awareness"
"disability","autism"
"disabled","vehicle"
"disagree","love"
"disappear","life"
"disappoint","thanks"
"disappointed","hear"
"disappointed","learn"
"disappointed","right"
"disappointed","time"
"disappointing","loss"
"disappointment","must"
"disaster","waiting"
"disaster","recovery"
"disc","golf"
"discipline","self"
"disclosure","forms"
"disco","legend"
"disco","night"
"discount","code"
"discounts","california"
"discover","new"
"discovered","today"
"discovering","twitter"
"discovery","channel"
"discrimination","basis"
"discuss","things"
"discussed","today"
"discussing","ways"
"discussion","today"
"discussions","today"
"disgusting","people"
"dish","network"
"dishes","done"
"dislike","having"
"dislike","twitter"
"dislike","new"
"dismiss","charges"
"disney","movies"
"disneyland","day"
"disneyland","right"
"disneyland","episode"
"disorder","just"
"dispatch","st"
"display","picture"
"dispute","la"
"distance","myself"
"distance","just"
"distance","far"
"distance","means"
"distant","memory"
"distinct","possibility"
"distinction","award"
"distracted","easily"
"distraction","free"
"distressed","market"
"distributed","today"
"distributed","coffee"
"distribution","channels"
"distribution","list"
"district","championship"
"district","maps"
"disturbing","story"
"ditch","day"
"ditto","just"
"ditto","looking"
"diva","love"
"diverse","crowd"
"diversity","platinum"
"divide","small"
"divided","groups"
"divided","classes"
"divided","fall"
"divided","basic"
"divine","thanks"
"divine","power"
"divine","blue"
"diving","board"
"division","ii"
"divorce","child"
"divorced","woman"
"divorced","years"
"dixon","line"
"dj","tonight"
"dna","testing"
"doc","rivers"
"dock","bay"
"docs","don"
"doctor","office"
"doctors","office"
"document","management"
"documentary","netflix"
"documented","case"
"documents","served"
"dodge","challenger"
"dodge","dodge"
"dodgers","game"
"doe","get"
"does","make"
"dog","just"
"dogs","cats"
"doing","great"
"doll","thanks"
"doll","hope"
"dollar","store"
"dollars","casting"
"dolls","good"
"dolls","live"
"dolphin","tale"
"dolphins","don"
"domain","com"
"dome","tonight"
"domestic","bottles"
"dominant","players"
"dominate","tonight"
"don","know"
"donald","trump"
"donate","old"
"donated","support"
"donated","million"
"donating","sales"
"donation","box"
"donation","support"
"donations","go"
"donations","www"
"done","done"
"donna","summers"
"donor","day"
"donor","status"
"donors","give"
"donors","want"
"donovan","house"
"donuts","like"
"doomed","don"
"door","door"
"doors","open"
"dose","mean"
"dot","dot"
"dots","ice"
"double","check"
"doubled","last"
"doubles","team"
"doubt","get"
"doubts","got"
"doug","collins"
"dough","boy"
"douglas","dinner"
"dove","valley"
"dow","adds"
"dow","drops"
"dow","positive"
"download","free"
"downloaded","app"
"downs","gave"
"downstairs","get"
"downstairs","neighbor"
"downtown","la"
"dozen","wings"
"dozen","new"
"dr","phil"
"draft","pick"
"drafted","st"
"drafts","day"
"drafts","pm"
"drag","queen"
"dragging","feet"
"dragon","age"
"dragons","den"
"dragons","vs"
"dragons","exist"
"drain","angel"
"drained","energy"
"drake","concert"
"drama","want"
"dramatic","fashion"
"dramatically","increase"
"dramatically","improve"
"drank","cup"
"draw","line"
"drawing","board"
"drawn","stronger"
"draws","crowd"
"dream","come"
"dreamed","having"
"dreaming","praying"
"dreams","come"
"dress","code"
"dressed","like"
"dresses","just"
"dressing","room"
"drew","peterson"
"drew","love"
"drew","just"
"drew","get"
"dried","tomatoes"
"drill","baby"
"drilling","oil"
"drink","free"
"drinking","game"
"drinks","tonight"
"drive","safe"
"driven","business"
"driven","development"
"driver","license"
"drivers","license"
"drives","crazy"
"driveway","moment"
"driving","car"
"drizzle","cloudy"
"drop","line"
"dropped","phone"
"dropping","say"
"drops","june"
"drought","conditions"
"drove","past"
"drugs","alcohol"
"drum","roll"
"drummer","door"
"drummer","singer"
"drums","tonight"
"drums","bass"
"dry","cleaning"
"dryer","sheets"
"dual","boot"
"dublin","london"
"duck","face"
"ducks","row"
"ducks","get"
"dude","got"
"dudes","know"
"dug","deep"
"duh","duh"
"duke","basketball"
"dull","moment"
"dump","trucks"
"dumped","body"
"dumped","snow"
"duncan","keith"
"dunk","contest"
"dunn","bass"
"dunno","know"
"dunno","don"
"duo","pm"
"durant","harden"
"dust","bowl"
"dust","dust"
"dusty","springfield"
"dutch","proverb"
"duties","assigned"
"duty","shall"
"duty","modern"
"duty","just"
"duty","tomorrow"
"dvd","player"
"dvr","alert"
"dvr","record"
"dwight","howard"
"dye","shirt"
"dying","hair"
"dylan","love"
"dynamic","ip"
"eager","help"
"eager","share"
"eagle","eye"
"eagle","river"
"eagle","landed"
"eagles","fan"
"ear","infection"
"earl","wilson"
"earlier","week"
"earliest","known"
"early","morning"
"earn","money"
"earned","respect"
"earning","living"
"earnings","power"
"earrings","bobby"
"ears","ringing"
"earth","day"
"earthquake","dc"
"ease","running"
"easier","get"
"easiest","way"
"easily","best"
"east","coast"
"easter","eggs"
"eastern","conference"
"easy","use"
"eat","like"
"eaten","lunch"
"eating","dinner"
"eats","strategy"
"ebay","store"
"ebay","great"
"echo","echo"
"eclectic","mix"
"eco","friendly"
"economic","development"
"economics","class"
"economist","expert"
"economy","jobs"
"ed","hardy"
"eddie","murphy"
"edgar","poe"
"edge","seat"
"edison","light"
"edit","profile"
"edited","accepted"
"editing","video"
"edition","book"
"edition","shirt"
"edition","concert"
"editor","like"
"editorial","content"
"editors","work"
"educate","public"
"educated","mind"
"educated","people"
"education","system"
"educational","technology"
"educators","using"
"educators","use"
"edward","abbey"
"edward","just"
"edward","team"
"edwards","says"
"effect","tomorrow"
"effective","way"
"effectively","use"
"effectiveness","doing"
"effects","wait"
"effects","good"
"effects","body"
"effects","include"
"effects","time"
"efficiency","doing"
"efficient","homes"
"effort","stay"
"effort","bring"
"efforts","repeated"
"efforts","help"
"egg","hunt"
"eggs","bacon"
"ego","get"
"egypt","right"
"egypt","libya"
"egyptian","people"
"egyptian","revolution"
"egyptian","protesters"
"eh","think"
"eh","like"
"eighth","ave"
"einstein","quote"
"elbow","face"
"elbow","grease"
"elder","care"
"elderly","lady"
"elect","mayor"
"elect","president"
"elected","officials"
"election","year"
"elections","today"
"electric","guitars"
"electric","blanket"
"electrical","outlets"
"electricity","really"
"electricity","bill"
"electronic","music"
"elegant","way"
"element","surprise"
"elementary","middle"
"elements","good"
"elements","today"
"elements","successful"
"elephant","closet"
"elevated","wednesday"
"elevator","speech"
"eli","just"
"eligible","upgrade"
"eliminate","unnecessary"
"eliminate","negative"
"eliminated","human"
"eliminating","book"
"elimination","chamber"
"elite","trainer"
"elizabeth","taylor"
"ellen","proud"
"ellen","just"
"ellen","hopkins"
"ellis","island"
"elvis","tribute"
"em","like"
"email","address"
"emailed","get"
"emails","just"
"embarrassed","just"
"embarrassed","myself"
"embarrassing","thing"
"embassy","dc"
"embrace","love"
"embrace","social"
"embracing","social"
"emergency","room"
"emerging","tech"
"emily","just"
"emma","stone"
"emotion","ambitious"
"emotional","tool"
"emotionally","invested"
"emotions","get"
"empire","state"
"employee","engagement"
"employees","make"
"employer","wants"
"employers","don"
"employment","tax"
"enable","people"
"encounter","life"
"encountered","violent"
"encounters","missed"
"encourage","go"
"encourage","fans"
"encouraged","attend"
"encouragement","day"
"encourages","future"
"encourages","students"
"encouraging","young"
"end","day"
"ended","today"
"ended","making"
"ending","like"
"ending","today"
"endless","supply"
"endorsed","romney"
"endorsed","marriage"
"endorsed","mitt"
"endorsement","deals"
"ends","today"
"endure","pain"
"endure","must"
"enemies","know"
"enemies","close"
"enemies","won"
"enemies","just"
"energy","drinks"
"enforce","rules"
"enforcement","officers"
"engage","audience"
"engage","kids"
"engage","community"
"engaged","married"
"engagement","ring"
"engaging","curriculum"
"engaging","audience"
"engine","room"
"engineer","producer"
"engineering","math"
"engineering","students"
"engineers","exciting"
"england","just"
"england","year"
"england","like"
"england","weather"
"england","week"
"england","did"
"english","teacher"
"enhance","skills"
"enhance","quality"
"enhanced","edition"
"enjoy","day"
"enjoyable","day"
"enjoyed","meeting"
"enjoying","beautiful"
"enjoys","day"
"enrolled","students"
"enrollment","students"
"enrollment","fee"
"ensemble","cast"
"ensure","kids"
"enter","contest"
"entered","drawing"
"entering","giveaway"
"enterprise","rent"
"enters","game"
"entertain","thought"
"entertained","read"
"entertaining","watch"
"entertainment","industry"
"enthusiasm","excitement"
"enthusiastic","audience"
"entire","time"
"entirely","sure"
"entitled","win"
"entitled","free"
"entrance","exam"
"entrepreneur","event"
"entrepreneurs","need"
"entrepreneurs","week"
"entries","got"
"entry","level"
"environment","today"
"environmental","risk"
"environmental","justice"
"envy","does"
"epa","administrator"
"epic","fail"
"episode","tonight"
"episodes","netflix"
"episodes","last"
"equal","rights"
"equality","day"
"equally","awesome"
"equipment","sales"
"equipment","used"
"equipment","help"
"equipment","use"
"equipment","check"
"equipment","today"
"equity","home"
"equivalent","big"
"er","um"
"era","just"
"eric","great"
"eric","schmidt"
"eric","west"
"erie","canal"
"erik","happy"
"erin","andrews"
"errands","today"
"error","message"
"errors","like"
"es","lo"
"escape","new"
"esp","love"
"especially","love"
"espn","game"
"espn","reporting"
"espresso","beans"
"essay","contest"
"essay","just"
"essay","write"
"essays","essays"
"essence","leadership"
"essential","invisible"
"essentially","thing"
"essex","st"
"est","time"
"est","code"
"establish","priorities"
"establish","credibility"
"established","featured"
"establishing","database"
"estate","market"
"esteem","issues"
"estimate","today"
"estimated","billion"
"estimated","new"
"estimated","percent"
"et","run"
"eternal","love"
"ethical","issues"
"ethics","training"
"ethics","class"
"eu","data"
"eugene","marathon"
"euro","zone"
"europe","asia"
"europe","month"
"eva","seen"
"eva","eva"
"evaluate","life"
"evaluation","system"
"evan","turner"
"evans","just"
"evans","tonight"
"eve","love"
"eve","day"
"eve","open"
"eve","ends"
"evening","pm"
"evenings","weekends"
"evenly","matched"
"evenly","distributed"
"event","tomorrow"
"events","like"
"events","coming"
"eventually","get"
"everybody","knows"
"everyday","life"
"evidence","tried"
"evil","little"
"evolution","music"
"evolved","monkeys"
"evolving","marriage"
"ex","girlfriend"
"exact","opposite"
"exactly","want"
"exam","tomorrow"
"examiner","com"
"example","using"
"example","people"
"examples","social"
"examples","successful"
"examples","seen"
"exams","done"
"excel","sheet"
"excellence","act"
"excellent","point"
"exceptional","customer"
"exceptions","oliver"
"excess","baggage"
"excessive","amounts"
"exchange","follows"
"excited","new"
"excitement","new"
"exciting","new"
"exclusive","club"
"exclusive","content"
"excuse","go"
"excuses","just"
"executive","director"
"exempt","status"
"exercise","diary"
"exercises","help"
"exercising","right"
"exercising","brain"
"exhausted","long"
"exhausted","work"
"exhausting","week"
"exhibit","hall"
"exhibition","opens"
"exhibits","open"
"exist","anymore"
"existed","long"
"existence","end"
"existing","clients"
"exists","outside"
"exit","poll"
"exotic","animals"
"exotic","collision"
"expand","network"
"expanded","version"
"expanding","network"
"expansion","team"
"expect","get"
"expectation","today"
"expectations","low"
"expected","good"
"expecting","different"
"expects","spanish"
"expects","excuse"
"expense","paid"
"expenses","internet"
"expensive","get"
"expensive","gift"
"expensive","thing"
"experience","life"
"experienced","earthquake"
"experiences","life"
"experiencing","problems"
"experiment","tonight"
"experiment","facebook"
"experimental","music"
"experiments","achieve"
"expert","like"
"expertise","people"
"experts","like"
"expired","exit"
"explain","got"
"explain","little"
"explain","bad"
"explain","myself"
"explaining","new"
"explains","lot"
"explanation","needed"
"explode","hours"
"exploded","world"
"explore","world"
"exploring","options"
"explosive","growth"
"expo","hall"
"exposure","get"
"express","vip"
"expressed","interest"
"expressing","music"
"expression","engine"
"expression","love"
"expression","doing"
"expressions","priceless"
"extend","lead"
"extended","family"
"extension","bar"
"extension","making"
"extensive","knowledge"
"extent","age"
"exterior","painting"
"external","drives"
"extra","time"
"extraordinary","people"
"extras","get"
"extras","needed"
"extreme","sports"
"extreme","thing"
"extremely","loud"
"eye","opening"
"eyebrows","don"
"eyebrows","today"
"eyebrows","just"
"eyebrows","did"
"eyed","peas"
"eyes","peeled"
"fa","cup"
"fabric","store"
"fabulous","day"
"face","just"
"facebook","page"
"faced","make"
"faces","get"
"facial","hair"
"facilities","management"
"facility","today"
"facing","foreclosure"
"fact","just"
"factor","just"
"factors","consider"
"factory","farms"
"factory","store"
"facts","just"
"facts","facts"
"faculty","staff"
"fade","away"
"faded","faded"
"fail","fail"
"failing","class"
"failing","prepare"
"fails","accept"
"failures","stepping"
"faint","happy"
"faint","just"
"fair","use"
"fairly","certain"
"fairness","equality"
"faithful","small"
"fake","fake"
"falcons","game"
"fall","asleep"
"fallen","love"
"falling","asleep"
"falls","asleep"
"false","alarm"
"fame","ceremony"
"familiar","faces"
"families","get"
"families","kids"
"family","friends"
"famous","people"
"fan","club"
"fancy","restaurant"
"fans","don"
"fantastic","weekend"
"fantasy","team"
"far","away"
"fare","better"
"farewell","tour"
"fargo","bank"
"fargo","championship"
"farm","farm"
"farmer","tan"
"farmers","market"
"farms","today"
"farther","farther"
"fascinating","talk"
"fascinating","read"
"fascinating","discussion"
"fashion","friday"
"fashion","design"
"fashion","music"
"fashioned","love"
"fashioned","actually"
"fast","get"
"faster","speed"
"faster","thought"
"faster","way"
"faster","internet"
"fastest","growing"
"fatal","accident"
"fatal","attraction"
"fate","change"
"father","son"
"fathers","play"
"fathers","mothers"
"fault","got"
"favor","follow"
"favorite","song"
"favorites","love"
"favorites","thanks"
"favors","bold"
"fbi","agent"
"fda","approved"
"feared","understood"
"fears","broke"
"feast","st"
"feat","love"
"feature","local"
"feature","just"
"featured","artist"
"features","coming"
"featuring","local"
"featuring","special"
"feb","pm"
"february","day"
"february","nd"
"fed","ex"
"federal","government"
"fee","free"
"feed","right"
"feed","children"
"feed","good"
"feed","tweets"
"feed","mind"
"feed","need"
"feedback","like"
"feedback","want"
"feedback","just"
"feedback","thank"
"feeding","america"
"feeds","don"
"feeds","soul"
"feel","like"
"feeling","like"
"feelings","hurt"
"feels","good"
"fees","go"
"feet","away"
"fell","asleep"
"fellow","tweeters"
"fellowship","program"
"felony","charges"
"felt","like"
"female","athletes"
"female","followers"
"female","like"
"females","say"
"females","don"
"feminist","theory"
"feminist","movement"
"fence","take"
"fence","keep"
"fence","get"
"ferry","ride"
"ferry","rd"
"fest","friday"
"festival","weekend"
"festivals","great"
"festive","holiday"
"festivities","tonight"
"fever","just"
"fewer","calories"
"fewer","things"
"fiber","bars"
"fiber","foods"
"fiber","makes"
"fiber","cookie"
"fiction","like"
"fictional","character"
"field","day"
"fielder","tigers"
"fielder","just"
"fielder","choice"
"fields","play"
"fields","tonight"
"fields","forever"
"fierce","friday"
"fiesta","old"
"fiesta","tonight"
"fifth","season"
"fifty","shades"
"fighter","jet"
"fighters","documentary"
"fighters","win"
"fighting","good"
"fights","just"
"figure","get"
"figured","go"
"figured","know"
"figured","give"
"figured","really"
"figures","just"
"figures","get"
"figuring","get"
"file","systems"
"file","type"
"filed","taxes"
"files","bankruptcy"
"filing","cabinet"
"fill","position"
"fill","job"
"fill","last"
"filled","love"
"filling","fast"
"fills","heart"
"film","festival"
"filmed","video"
"filmed","new"
"filming","episode"
"filmmakers","use"
"films","just"
"films","film"
"films","coming"
"films","like"
"filter","just"
"filter","www"
"filter","nearest"
"final","day"
"finale","tonight"
"finalists","james"
"finally","got"
"finals","tomorrow"
"finance","reform"
"financial","aid"
"financing","new"
"find","way"
"finding","new"
"finds","creates"
"finds","himself"
"finds","francis"
"fine","line"
"finely","beef"
"finest","moment"
"finger","like"
"finger","pointing"
"fingers","crossed"
"finish","last"
"finished","book"
"finishes","th"
"finishing","touches"
"fired","game"
"firefighters","police"
"fires","burning"
"fires","world"
"fireworks","display"
"fireworks","going"
"firm","foundation"
"firmly","planted"
"fiscal","responsibility"
"fish","tacos"
"fisher","price"
"fishing","trip"
"fist","pump"
"fit","right"
"fitness","daily"
"fitness","industry"
"fitness","routine"
"fits","bill"
"fitted","cap"
"fitting","room"
"fix","problem"
"fixed","thanks"
"fixing","problem"
"fl","pm"
"fla","good"
"flag","football"
"flags","today"
"flame","flame"
"flames","war"
"flames","coming"
"flash","drive"
"flat","tire"
"flats","today"
"flavor","ice"
"flavored","yogurt"
"flavors","week"
"flawless","love"
"flaws","make"
"flaws","don"
"flea","market"
"fleet","street"
"flesh","eating"
"fletcher","says"
"flew","house"
"flexible","approach"
"flick","wrist"
"flick","called"
"flick","better"
"flies","having"
"flight","delayed"
"flights","booked"
"flip","hair"
"flipped","class"
"flipped","upside"
"flipping","classroom"
"flipping","burgers"
"flipping","forth"
"float","like"
"floating","air"
"floating","head"
"floating","cloud"
"flock","fly"
"flood","waters"
"flood","gates"
"flooding","tl"
"floor","good"
"floor","don"
"floors","walls"
"floral","print"
"florence","machine"
"florida","state"
"flour","bakery"
"flour","kim"
"flour","corn"
"flow","yoga"
"flower","beds"
"flowers","chocolate"
"flowers","mom"
"flowers","candy"
"flowing","right"
"flown","half"
"flows","like"
"floyd","tonight"
"floyd","won"
"floyd","just"
"flu","shot"
"fluffy","white"
"fly","away"
"flying","home"
"flynn","seattle"
"fm","www"
"fm","listen"
"foam","rolling"
"focus","group"
"focused","today"
"focused","game"
"focused","getting"
"focuses","data"
"focusing","getting"
"fog","morning"
"fold","em"
"fold","away"
"folded","laundry"
"folder","full"
"folk","get"
"folks","like"
"follow","twitter"
"followed","thanks"
"follower","get"
"followers","follow"
"following","twitter"
"follows","follow"
"fond","memories"
"font","weight"
"food","food"
"foods","like"
"fool","day"
"foolish","thing"
"fools","day"
"foot","massage"
"foot","long"
"footage","today"
"football","player"
"forbidden","planet"
"forbidden","love"
"force","myself"
"forced","watch"
"forces","appreciate"
"forces","day"
"forcing","play"
"ford","truck"
"ford","fiesta"
"ford","hall"
"forecast","sunday"
"foreclosure","crisis"
"forehead","like"
"foreign","policy"
"forest","home"
"forever","alone"
"forget","get"
"forgetting","twitter"
"forgive","forget"
"forgiveness","tender"
"forgiveness","ask"
"forgot","tell"
"forgotten","just"
"forgotten","edited"
"fork","done"
"form","exercise"
"form","today"
"form","communication"
"formal","dress"
"formal","tonight"
"formally","known"
"format","new"
"formed","shall"
"former","student"
"forming","new"
"forms","site"
"formula","try"
"fort","wayne"
"forth","like"
"forthcoming","book"
"fortunate","live"
"fortunate","work"
"fortunate","able"
"fortune","cookie"
"forum","www"
"forward","tweets"
"foster","care"
"fought","win"
"foul","ball"
"found","way"
"foundation","bricks"
"founded","business"
"founded","featured"
"founder","steve"
"founders","day"
"founding","fathers"
"fountain","soda"
"fountain","knowledge"
"fountain","pen"
"fourth","july"
"fox","news"
"fr","ga"
"fraction","cost"
"fragile","things"
"frame","reference"
"frames","just"
"framework","high"
"fran","time"
"fran","like"
"fran","right"
"france","just"
"franchise","player"
"francis","bacon"
"francisco","chronicle"
"frank","ocean"
"franklin","roosevelt"
"frankly","think"
"freak","love"
"freaking","awesome"
"fred","thompson"
"freddie","freeman"
"freddie","jr"
"frederick","douglas"
"free","tell"
"freedom","speech"
"freelance","designer"
"freelance","web"
"freelance","gig"
"freely","available"
"freeman","sd"
"freeze","time"
"freezer","full"
"freezing","cold"
"french","quarter"
"frequent","use"
"frequently","used"
"fresh","new"
"freshly","brewed"
"freshman","yr"
"freshman","sophomore"
"freshmen","boys"
"fri","pm"
"friday","th"
"fridays","just"
"fridays","happy"
"fridge","right"
"fried","rice"
"friend","request"
"friendly","reminder"
"friends","family"
"friendship","like"
"friendships","don"
"fries","lunch"
"fringe","fest"
"fringe","fringe"
"frog","just"
"frontier","field"
"frost","bite"
"frozen","pizza"
"fruit","salad"
"fruits","veggies"
"frustrated","just"
"frustrating","just"
"frustration","anger"
"frustration","just"
"frustration","time"
"fry","soda"
"ft","worth"
"fudge","cake"
"fuel","body"
"fuel","pump"
"fulfill","purpose"
"fulfilling","life"
"full","time"
"fuller","longer"
"fully","enjoy"
"fun","day"
"function","better"
"functional","programming"
"functioning","right"
"fund","help"
"fund","support"
"fundamental","values"
"fundamental","needs"
"funded","project"
"funding","support"
"funds","support"
"funds","go"
"funk","band"
"funky","fresh"
"funniest","joke"
"funny","think"
"fur","sure"
"furious","just"
"furniture","sale"
"fusion","tonight"
"fusion","tables"
"fusion","food"
"future","husband"
"futures","thinking"
"fuzzy","socks"
"fyi","chicago"
"ga","pm"
"ga","state"
"ga","come"
"gabriel","garcia"
"gabriel","antonio"
"gain","followers"
"gained","like"
"gained","respect"
"gaining","new"
"gaining","ground"
"gains","yards"
"gains","taxes"
"gal","amazon"
"gala","event"
"galaxy","phone"
"galleries","free"
"galleries","cross"
"gallery","night"
"gallon","milk"
"gallons","milk"
"gamble","future"
"gambling","expansion"
"game","tonight"
"games","tonight"
"gaming","industry"
"gaming","library"
"gaming","site"
"gang","taylor"
"gap","band"
"garage","sale"
"garbage","bag"
"garden","state"
"gardening","tips"
"gardens","today"
"gardner","museum"
"garlic","bread"
"garrett","popcorn"
"gary","fisher"
"gas","gas"
"gasoline","prices"
"gate","agent"
"gate","cultural"
"gates","heaven"
"gates","opportunities"
"gates","happiness"
"gateway","activity"
"gateway","mortgage"
"gather","news"
"gathering","waters"
"gauge","success"
"gave","great"
"gays","don"
"gb","packers"
"gear","just"
"gearing","weekend"
"gee","thanks"
"geek","trivia"
"geek","culture"
"gel","nail"
"gem","polished"
"gen","gen"
"gen","washington"
"gen","ed"
"gender","roles"
"gene","smith"
"gene","kelly"
"general","gal"
"generally","good"
"generally","willing"
"generally","like"
"generally","make"
"generate","leads"
"generating","leads"
"generation","kids"
"generations","best"
"generic","drugs"
"generous","gift"
"generous","donations"
"genesis","broke"
"genetic","testing"
"genius","great"
"genre","music"
"gentle","reminder"
"gentleman","just"
"gentlemen","prefer"
"gently","worn"
"genuine","people"
"genuinely","happy"
"george","washington"
"georgetown","day"
"georgia","tech"
"gerald","green"
"gerald","ford"
"germany","vs"
"germany","just"
"gesture","based"
"get","new"
"gets","better"
"getting","better"
"ghetto","girl"
"ghetto","word"
"ghost","town"
"ghosts","like"
"ghosts","favorite"
"giant","fans"
"giant","step"
"giants","win"
"gibson","guitars"
"gift","card"
"gifted","minds"
"gifted","young"
"gifts","mom"
"gifts","come"
"gig","tonight"
"gigs","weekend"
"gilbert","sullivan"
"ginger","ale"
"gingrich","says"
"girl","right"
"girlfriend","just"
"girlfriends","mom"
"girlfriends","just"
"girlfriends","like"
"give","away"
"giveaway","time"
"giveaway","enter"
"giveaways","stop"
"given","away"
"gives","strength"
"giving","away"
"glad","hear"
"glance","looks"
"glass","water"
"glasses","wine"
"glee","tonight"
"glen","go"
"glen","davis"
"glenn","beck"
"glimpse","future"
"glimpse","heaven"
"glitter","make"
"global","education"
"global","finals"
"globe","mail"
"glorious","day"
"glory","days"
"glove","box"
"gloves","hands"
"gloves","today"
"glow","dark"
"glowing","skin"
"glue","stick"
"glued","screen"
"glued","table"
"gm","job"
"gm","love"
"gm","gm"
"gm","thanks"
"go","school"
"goal","today"
"goalie","don"
"goals","reach"
"goals","game"
"goals","time"
"goals","adjust"
"goals","go"
"goals","tonight"
"goat","cheese"
"gods","grace"
"gods","sake"
"gods","way"
"gods","work"
"goes","away"
"going","bed"
"gold","medal"
"golden","rule"
"golf","tournament"
"gomez","justin"
"gone","long"
"gonna","make"
"gonzalez","torn"
"goo","goo"
"good","morning"
"goodbye","goodbye"
"goodbye","yesterday"
"goodies","come"
"goodman","community"
"goodness","know"
"goodness","get"
"goodness","need"
"goodness","got"
"goodnight","sweet"
"goods","services"
"goodwill","industries"
"goofy","movie"
"google","chrome"
"goose","island"
"gop","primary"
"gordon","just"
"gordon","score"
"gordon","ramsey"
"gordon","good"
"gore","invented"
"gorgeous","day"
"gosh","love"
"gospel","music"
"gossip","like"
"got","home"
"gotta","go"
"gotten","better"
"gourmet","coffee"
"gov","scott"
"governing","bodies"
"government","people"
"government","says"
"government","big"
"government","officials"
"governor","scott"
"gown","today"
"gps","system"
"gr","day"
"grab","coffee"
"grabbed","put"
"grabbing","coffee"
"grabbing","lunch"
"grabs","phone"
"grace","kelly"
"grad","student"
"grade","school"
"grader","facebook"
"graders","think"
"grades","get"
"grades","semester"
"grading","done"
"gradually","increase"
"graduate","school"
"graduated","last"
"graduates","high"
"graduating","today"
"graduation","party"
"graham","greene"
"grain","free"
"grammar","school"
"grammar","just"
"grammy","award"
"grams","protein"
"grand","opening"
"grandfather","passed"
"grandfather","did"
"grandma","house"
