"word1","word2"
"date january","th"
"date just","got"
"date local","history"
"date look","good"
"date march","th"
"date monday","april"
"date near","future"
"date projected","data"
"date time","location"
"dated committed","loved"
"dates calendar","closer"
"dates let","know"
"dates stay","tuned"
"dating year","old"
"daughter boyfriend","family"
"daughter girl","want"
"daughter just","told"
"daughter last","night"
"daughter let","know"
"daughter love","like"
"daughter smoke","bone"
"daughter soccer","game"
"daughter th","grade"
"daughter turns","today"
"daughter wants","go"
"daughter work","day"
"daughters hip","hop"
"dave matthews","band"
"dave miller","experience"
"david bell","houston"
"david let","know"
"david looking","forward"
"david looks","like"
"david social","network"
"david st","deliver"
"davis jones","lamb"
"davis last","night"
"davis plays","published"
"davis published","theater"
"davis struck","times"
"dawn new","day"
"dawn send","away"
"day act","like"
"day actually","want"
"day alive","good"
"day animated","logo"
"day answered","phone"
"day april","th"
"day author","unknown"
"day awake","night"
"day bad","life"
"day baseball","game"
"day become","silent"
"day biggest","dream"
"day blessed","day"
"day bob","marley"
"day boot","camp"
"day born","day"
"day boston","marathon"
"day boston","come"
"day bout","get"
"day brand","new"
"day brilliant","idea"
"day bring","own"
"day broccoli","sugar"
"day brunch","tomorrow"
"day busy","day"
"day buy","tickets"
"day came","home"
"day captain","school"
"day card","made"
"day cards","get"
"day care","center"
"day cause","know"
"day celebrating","mom"
"day cell","phone"
"day central","park"
"day change","life"
"day chapter","alpha"
"day check","new"
"day chicago","today"
"day chicken","beef"
"day christmas","portland"
"day closer","friday"
"day closer","weekend"
"day cody","simpson"
"day coffee","shop"
"day college","football"
"day combo","purchase"
"day come","get"
"day comes","close"
"day day","runs"
"day dec","th"
"day dinner","last"
"day dinner","tonight"
"day does","mean"
"day don","forget"
"day done","done"
"day doors","open"
"day dream","come"
"day dreaming","praying"
"day drink","wine"
"day early","bird"
"day earth","day"
"day eat","lunch"
"day end","week"
"day event","today"
"day eventually","get"
"day fall","asleep"
"day feeling","like"
"day feels","like"
"day filled","love"
"day finally","come"
"day find","guy"
"day fingers","crossed"
"day followed","days"
"day food","drive"
"day fort","worth"
"day forum","congress"
"day freshman","year"
"day get","better"
"day gets","better"
"day giving","thanks"
"day glad","get"
"day go","get"
"day going","great"
"day good","day"
"day gotta","get"
"day great","day"
"day ha","ha"
"day half","marathon"
"day happy","hour"
"day hard","working"
"day having","great"
"day headed","home"
"day hear","song"
"day help","get"
"day high","school"
"day hip","hop"
"day history","month"
"day holiday","weekend"
"day home","nice"
"day home","work"
"day home","state"
"day hope","great"
"day hopefully","make"
"day hopefully","get"
"day hoping","tomorrow"
"day hot","dog"
"day hour","minute"
"day hours","minutes"
"day hunger","games"
"day impossible","takes"
"day join","downtown"
"day jury","duty"
"day just","got"
"day kansas","city"
"day keeps","doctor"
"day kids","school"
"day king","george"
"day la","today"
"day late","dollar"
"day learn","new"
"day learning","new"
"day left","come"
"day lets","go"
"day life","good"
"day light","savings"
"day like","today"
"day listen","new"
"day listening","music"
"day live","life"
"day long","time"
"day look","realize"
"day looks","like"
"day lord","made"
"day lot","better"
"day lots","fun"
"day love","mom"
"day loved","ones"
"day lovely","mothers"
"day loyal","fans"
"day makes","feel"
"day mama","love"
"day march","th"
"day maybe","get"
"day memorial","day"
"day merry","christmas"
"day middle","school"
"day might","get"
"day miller","park"
"day milwaukee","today"
"day mommy","love"
"day monday","tuesday"
"day month","year"
"day mother","day"
"day mushroom","sugar"
"day music","video"
"day must","say"
"day national","day"
"day needs","end"
"day neighborhood","beautiful"
"day new","job"
"day nice","day"
"day night","love"
"day notice","happened"
"day nyc","today"
"day old","instagram"
"day ones","love"
"day open","pm"
"day orange","county"
"day parade","today"
"day passes","get"
"day peanut","butter"
"day perfect","day"
"day plant","sale"
"day play","night"
"day plenty","time"
"day pm","come"
"day practice","today"
"day present","today"
"day pretty","good"
"day prevent","teen"
"day pursue","fulfill"
"day put","feet"
"day reading","book"
"day ready","go"
"day real","mothers"
"day realize","lost"
"day realize","james"
"day rock","tonight"
"day run","day"
"day running","cause"
"day safe","fun"
"day said","good"
"day sale","today"
"day san","diego"
"day saturday","sunday"
"day saturday","april"
"day saturday","march"
"day school","tomorrow"
"day section","news"
"day seeing","tonight"
"day seems","like"
"day send","valentine"
"day september","th"
"day set","aside"
"day seven","days"
"day single","mothers"
"day sip","shop"
"day sit","outside"
"day smile","get"
"day sony","service"
"day sorry","missed"
"day sounds","like"
"day spend","time"
"day squash","sugar"
"day st","day"
"day star","wars"
"day starting","think"
"day starting","good"
"day starts","tomorrow"
"day stay","tuned"
"day strategic","planning"
"day stress","free"
"day sun","shining"
"day sundays","thinking"
"day sunny","san"
"day sunshine","like"
"day super","silver"
"day taking","care"
"day talk","later"
"day tax","day"
"day teen","moms"
"day tell","love"
"day thankful","life"
"day thanks","follow"
"day thing","make"
"day things","looking"
"day thursdays","dj"
"day till","friday"
"day till","day"
"day time","get"
"day tomorrow","going"
"day training","gym"
"day training","camp"
"day treat","mom"
"day try","new"
"day trying","get"
"day turned","good"
"day tweet","peeps"
"day tweet","get"
"day united","states"
"day ur","life"
"day use","camera"
"day visit","museum"
"day vote","favorite"
"day wanna","go"
"day warped","tour"
"day watch","listen"
"day watch","tv"
"day watching","football"
"day wear","green"
"day weather","perfect"
"day week","away"
"day weekend","hope"
"day weeks","away"
"day weight","loss"
"day white","bean"
"day win","summer"
"day winter","break"
"day wisdom","consists"
"day woman","birthday"
"day work","week"
"day workshops","start"
"day world","love"
"day world","discovered"
"day write","follow"
"day www","com"
"day yard","work"
"day years","ago"
"days ago","just"
"days bill","dana"
"days boyfriend","excited"
"days christmas","days"
"days come","check"
"days counting","till"
"days days","days"
"days did","miss"
"days dog","days"
"days don","know"
"days feel","like"
"days felt","like"
"days getting","longer"
"days going","get"
"days going","fast"
"days gonna","start"
"days good","luck"
"days great","days"
"days happy","new"
"days harry","potter"
"days hope","ready"
"days hope","feel"
"days hours","minutes"
"days hunger","games"
"days january","th"
"days journey","night"
"days last","week"
"days later","got"
"days laughter","makes"
"days left","school"
"days let","talk"
"days like","today"
"days long","nights"
"days love","makes"
"days make","days"
"days mondays","get"
"days need","go"
"days need","good"
"days new","york"
"days non","stop"
"days phone","ring"
"days pitchers","report"
"days really","want"
"days reason","join"
"days short","nights"
"days summer","event"
"days take","advantage"
"days taste","like"
"days think","going"
"days till","birthday"
"days time","get"
"days wait","follow"
"days warped","tour"
"days weekend","toughest"
"days wish","happy"
"dayton daily","news"
"dc book","signing"
"dc boy","gang"
"dc cherry","blossom"
"dc city","council"
"dc concert","meet"
"dc convention","center"
"dc dynamic","ip"
"dc early","voting"
"dc hawaii","illinois"
"dc hotel","gr"
"dc july","st"
"dc metro","area"
"dc stay","tuned"
"dc tonight","pm"
"dc united","game"
"dc years","ago"
"deadline fast","approaching"
"deadline feb","th"
"deadline tuesday","april"
"deaf hard","hearing"
"deal daily","basis"
"deal gone","bad"
"deal people","know"
"deal san","diego"
"deal seems","like"
"deal shown","free"
"deal sounds","like"
"deal twitter","fans"
"deal vince","young"
"deal world","become"
"dealer alarm","clock"
"dealer did","candidate"
"dealers called","exotic"
"deals butler","gum"
"deals california","express"
"deals care","products"
"deals featuring","free"
"deals start","today"
"deals www","com"
"dean type","music"
"dear afford","wine"
"dear alec","baldwin"
"dear chocolate","commercials"
"dear college","students"
"dear customer","service"
"dear don","give"
"dear face","wash"
"dear fact","lose"
"dear followers","follow"
"dear friends","just"
"dear heart","stop"
"dear just","wanted"
"dear just","let"
"dear karma","list"
"dear life","complete"
"dear looking","forward"
"dear mr","president"
"dear mtv","wondering"
"dear music","thank"
"dear past","stop"
"dear people","school"
"dear people","check"
"dear phone","drop"
"dear radio","necessary"
"dear reading","beautiful"
"dear san","diego"
"dear summer","hurry"
"dear thank","bringing"
"dear thanks","following"
"dear things","seems"
"dear tummy","sorry"
"dear twitter","friends"
"dear year","old"
"debate last","night"
"debt ceiling","deal"
"debt forgiveness","act"
"debut album","coming"
"debut album","sin"
"debut last","night"
"debut san","diego"
"debut saturday","night"
"decade time","living"
"december let","know"
"december stay","tuned"
"decent night","sleep"
"decent performance","good"
"decent place","live"
"decide face","slap"
"decide going","live"
"decide judge","make"
"decide want","afraid"
"decide willing","exchange"
"decided go","bed"
"decided live","own"
"decided stick","love"
"decided take","nap"
"decided take","time"
"decision made","today"
"decision making","skills"
"decision making","process"
"decision temporary","feelings"
"decision universe","make"
"decisions change","life"
"decisions come","experience"
"decisions crucial","skill"
"decisions don","make"
"decisions make","mistakes"
"decisions stay","flexible"
"decisions waited","long"
"deck chairs","titanic"
"declare new","support"
"declared impossible","done"
"decorate own","soul"
"decorating christmas","tree"
"dedicated made","world"
"dedication service","libraries"
"dee dee","dee"
"deeds done","better"
"deep brown","eyes"
"deep conditioning","treatment"
"deep fried","butter"
"deep inside","angel"
"deep league","wire"
"deep look","dream"
"deep ncaa","run"
"deep permanent","ideas"
"deep tech","house"
"deep ugly","goes"
"deeper love","attachment"
"deepest conviction","better"
"deepest deepest","powerful"
"deepest powerful","measure"
"deepest secrets","eyes"
"deeply enjoy","simply"
"deeply live","maintain"
"deeply present","moment"
"defeat comes","man"
"defeat comes","accept"
"defeat hurt","winning"
"defeat spanish","year"
"defend right","say"
"defense look","like"
"defense looks","like"
"defense marriage","act"
"defense minor","troubles"
"defense special","teams"
"defensive driving","course"
"deficit increases","personal"
"define let","let"
"define thomas","jefferson"
"defined clear","expression"
"defined goals","become"
"defining marriage","union"
"definite plans","gives"
"definitely agree","love"
"definitely best","way"
"definitely come","soon"
"definitely come","visit"
"definitely don","want"
"definitely favorite","things"
"definitely gonna","make"
"definitely good","thing"
"definitely just","made"
"definitely keep","mind"
"definitely kind","day"
"definitely learned","lot"
"definitely let","know"
"definitely look","forward"
"definitely looked","like"
"definitely looking","forward"
"definitely love","meet"
"definitely make","sure"
"definitely make","day"
"definitely seems","like"
"definitely take","look"
"definitely try","make"
"definitely want","go"
"definition business","purpose"
"definition happy","life"
"definition insanity","doing"
"degree hope","sufficient"
"degree intellectual","independence"
"degrees feels","like"
"degrees great","day"
"degrees outside","right"
"degrees sunny","skies"
"del ex","del"
"del mar","fair"
"delay time","benjamin"
"delayed response","thank"
"delete account","start"
"delete contacts","phone"
"delete twitter","account"
"delete ur","twitter"
"deleted blocked","kiss"
"deleted twitter","page"
"deli zone","get"
"delicious bake","goods"
"delicious baked","goods"
"delicious bill","meyer"
"delicious cold","brew"
"delicious food","great"
"delicious gluten","free"
"delicious ice","cream"
"delicious must","try"
"delicious wait","try"
"delight beauty","butterfly"
"delight lord","give"
"delighted box","part"
"deliver bad","news"
"deliver people","limited"
"deliver shelter","haiti"
"delivered fears","psalm"
"delivering bad","news"
"delivery code","nov"
"delivery www","com"
"dell booth","come"
"dell children","tonight"
"dell rolling","deep"
"dell social","media"
"dell vip","event"
"delta sky","club"
"demand freedom","speech"
"demand jackson","ii"
"demand like","thank"
"demanded must","regard"
"demo last","night"
"democracy looks","like"
"democratic national","convention"
"denial just","reality"
"denial tapes","explosive"
"dental care","products"
"dentist appointment","today"
"dentist appointment","tomorrow"
"dentist waiting","room"
"denver art","museum"
"denver broncos","fan"
"denver broncos","quarterback"
"denver family","institute"
"denver film","center"
"denver golf","expo"
"denver looking","forward"
"denver public","library"
"denver restaurant","week"
"denver sept","www"
"denver union","station"
"deny feelings","grow"
"deny freedom","deserve"
"deny individual","rights"
"deny weight","loss"
"department days","put"
"department usually","uses"
"depend depends","solely"
"depend eyes","imagination"
"depend fan","base"
"depend things","way"
"depending listen","defending"
"depends last","hunger"
"depends long","takes"
"depends put","tom"
"depends quality","thoughts"
"depends solely","think"
"depressed eat","go"
"depressed living","past"
"depressing poor","little"
"depression low","self"
"depression lower","grades"
"dept cultural","resources"
"depth hour","separation"
"derby day","mayo"
"derby party","tomorrow"
"derby party","mint"
"describe fun","people"
"describe life","right"
"describe way","feel"
"desert pool","cleaning"
"desert years","shortage"
"deserve best","beautiful"
"deserve get","settled"
"deserve issue","life"
"deserve love","affection"
"deserve medal","making"
"deserve really","need"
"deserve treated","like"
"deserve win","game"
"deserves called","scholar"
"deserves heart","plays"
"deserves makes","look"
"design clients","websites"
"design know","writer"
"design let","know"
"design magazine","awards"
"design new","website"
"design research","conference"
"design resource","day"
"design tip","use"
"design work","done"
"designated driver","mini"
"designed nature","stop"
"designer carroll","age"
"designer print","web"
"designer submit","theme"
"designing developing","quality"
"designing developing","custom"
"designing homes","san"
"designing quality","homes"
"designing today","twitter"
"designs done","let"
"designs piece","crib"
"designs www","com"
"desired notice","reply"
"desires attempting","satisfy"
"desk looks","like"
"desk sign","desk"
"despair future","human"
"desperate need","new"
"desperately need","help"
"despite popular","belief"
"despite rage","just"
"dessert table","purchase"
"desserts mind","blown"
"desserts spelled","backwards"
"destination method","life"
"destinations unaware","martin"
"destined great","things"
"destiny fate","control"
"destroyed ugly","personality"
"destroying enemies","make"
"destructive relationship","email"
"detail car","mobile"
"detail help","plan"
"detail mobile","sd"
"detail rainy","days"
"detail upcoming","event"
"details become","available"
"details check","work"
"details dot","com"
"details follow","soon"
"details http","www"
"details let","know"
"details live","report"
"details visit","www"
"details www","com"
"determination become","person"
"determination hard","work"
"determination succeed","strong"
"determine follow","private"
"determine go","merely"
"determine right","left"
"determine succeed","richard"
"determine thing","shall"
"determined life","brings"
"detroit cup","tournament"
"detroit free","press"
"detroit metro","airport"
"detroit music","scene"
"detroit red","wings"
"detroit rock","city"
"detroit startup","drinks"
"develop hunger","accomplish"
"develop later","life"
"develop passion","learning"
"develop success","failures"
"developed sense","humor"
"developer based","information"
"developer message","info"
"developers full","time"
"developing network","photographers"
"development wells","fargo"
"develops cultures","brings"
"develops woman","learn"
"device finding","furniture"
"device showing","boring"
"devils food","cake"
"devils martini","old"
"devils win","cup"
"devoted service","worry"
"dexter lotus","resident"
"diamond picking","rock"
"diamonds best","friend"
"diamonds girl","best"
"diary calorie","goal"
"diary part","time"
"dictionary place","success"
"dictionary word","week"
"did actually","say"
"did anyone","get"
"did anything","wrong"
"did ask","go"
"did best","friend"
"did best","become"
"did better","job"
"did bin","laden"
"did blast","last"
"did candidate","cleveland"
"did casting","workshops"
"did catch","last"
"did cease","artist"
"did change","twitter"
"did check","new"
"did cinnamon","challenge"
"did day","go"
"did decide","start"
"did don","know"
"did dye","ur"
"did east","coast"
"did eat","today"
"did egg","say"
"did event","go"
"did exact","thing"
"did exist","holding"
"did expect","anything"
"did fall","asleep"
"did fantastic","job"
"did feel","like"
"did felt","like"
"did finally","get"
"did find","anything"
"did fun","last"
"did giving","away"
"did go","wrong"
"did good","job"
"did got","home"
"did grad","school"
"did great","job"
"did green","bay"
"did guy","just"
"did happy","dance"
"did hear","right"
"did heavy","lifting"
"did help","get"
"did hip","hop"
"did hope","did"
"did hurt","fell"
"did interview","go"
"did just","say"
"did kids","get"
"did last","night"
"did learn","today"
"did legs","workout"
"did let","go"
"did like","surprise"
"did little","shopping"
"did lose","bet"
"did lot","people"
"did made","happy"
"did make","feel"
"did manage","get"
"did miss","anything"
"did mom","just"
"did morning","go"
"did mothers","day"
"did move","miami"
"did need","help"
"did new","york"
"did nice","job"
"did outstanding","job"
"did pay","say"
"did pretend","water"
"did pretty","good"
"did race","go"
"did realize","close"
"did really","just"
"did receive","love"
"did remember","set"
"did romney","say"
"did run","away"
"did say","anything"
"did seriously","just"
"did sleep","last"
"did sleep","screaming"
"did stay","home"
"did stop","following"
"did talk","soon"
"did things","capable"
"did think","last"
"did trying","figure"
"did twitter","change"
"did wait","long"
"did wake","early"
"did waste","time"
"did way","go"
"did way","better"
"did week","day"
"did weekend","go"
"did write","songs"
"did write","tonight"
"did www","com"
"did yard","work"
"did year","go"
"did years","ago"
"did yesterday","seems"
"did yrs","ago"
"diego california","weather"
"diego chargers","san"
"diego comic","con"
"diego convention","center"
"diego county","years"
"diego craft","revolution"
"diego family","expo"
"diego home","garden"
"diego las","vegas"
"diego mayor","jerry"
"diego native","jessica"
"diego natural","history"
"diego news","pm"
"diego provide","email"
"diego restaurant","week"
"diego social","media"
"diego stay","tuned"
"diego unified","school"
"diet ad","probably"
"diet exercise","program"
"diet lose","weight"
"diet mental","approach"
"diet suggest","carrot"
"difference age","rule"
"difference boy","man"
"difference fiction","reality"
"difference friendship","love"
"difference helping","uncle"
"difference male","female"
"difference school","life"
"difference social","media"
"difference style","fashion"
"difference wife","job"
"difference winston","churchill"
"difference year","makes"
"differences natural","limits"
"different area","codes"
"different ball","game"
"different beautiful","new"
"different body","types"
"different day","people"
"different last","year"
"different models","success"
"different person","don"
"different places","just"
"different points","view"
"different results","albert"
"different time","zones"
"different times","just"
"different times","today"
"different types","brain"
"different voices","hear"
"different way","jerry"
"different ways","people"
"difficult command","great"
"difficult dare","dare"
"difficult remove","hunger"
"difficult risk","take"
"difficult takes","day"
"difficult trained","days"
"difficult wait","difficult"
"difficulty winston","churchill"
"dig best","success"
"dig love","watch"
"dig read","wrong"
"digging new","album"
"digging own","grave"
"digital asset","management"
"digital innovation","lab"
"digital leading","digital"
"digital learning","day"
"digital marketing","strategies"
"digital new","media"
"digital self","pub"
"digital social","media"
"dignity importance","excellence"
"dignity self","respect"
"dine tonight","reserve"
"dine wisconsin","today"
"dining room","table"
"dining values","survey"
"dinner app","special"
"dinner cheesecake","factory"
"dinner cinnamon","honey"
"dinner concert","series"
"dinner cook","tonight"
"dinner crab","cakes"
"dinner date","tonight"
"dinner drinks","tonight"
"dinner family","tonight"
"dinner friends","tonight"
"dinner friends","family"
"dinner get","free"
"dinner getting","ready"
"dinner great","friends"
"dinner ice","cream"
"dinner looking","forward"
"dinner mon","tues"
"dinner mothers","day"
"dinner movie","date"
"dinner movie","tonight"
"dinner party","tomorrow"
"dinner plans","tonight"
"dinner promote","health"
"dinner soup","special"
"dinner special","tonight"
"dinner starts","pm"
"dinner tomorrow","night"
"dinner tonight","thanks"
"direct eye","contact"
"direct message","email"
"direct messages","twitter"
"direct relationship","customers"
"direct tv","commercials"
"direct wind","adjust"
"direction cody","simpson"
"direction end","heading"
"direction makes","beautiful"
"direction moving","oliver"
"direction oh","yeah"
"direction set","straight"
"direction sold","msg"
"direction stole","hearts"
"direction yeah","just"
"directions cooking","go"
"dirt lotus","resident"
"disabled adults","children"
"disabled get","jobs"
"disabled pay","med"
"disabled vehicle","traffic"
"disagree hold","hands"
"disappear brighter","day"
"disappear life","stands"
"disappear really","want"
"disappointed fail","doomed"
"disappointed hunger","games"
"disappointed turned","said"
"disappointment must","lose"
"disaster country","obesity"
"disaster waiting","happen"
"disc dvd","set"
"disc twitter","friends"
"discipline jim","collins"
"discipline just","choosing"
"disco legend","donna"
"discount code","tweet"
"discount don","miss"
"discount double","check"
"discount entire","purchase"
"discount night","visit"
"discount save","percent"
"discount services","veterans"
"discount texts","opportunity"
"discount www","com"
"discounts auto","repair"
"discounts booth","displays"
"discounts california","express"
"discounts care","products"
"discounts www","com"
"discover business","partner"
"discover hands","helping"
"discover lack","george"
"discover limits","possible"
"discover new","unless"
"discovered last","night"
"discovered milk","explain"
"discovered scream","way"
"discovered secret","life"
"discovery generation","human"
"discovery get","real"
"discovery james","joyce"
"discovery own","mistakes"
"discovery said","accident"
"discovery seeking","new"
"discovery shuttle","fly"
"discovery win","trying"
"discuss social","media"
"discussion taking","place"
"dish best","served"
"dish satisfy","hunger"
"dishes tune","fine"
"dishes tweet","recipes"
"disney channels","shake"
"disney concert","hall"
"disney fantasy","cruise"
"disney movies","night"
"disneyland happiest","place"
"dispatch st","hour"
"dispute la","dispute"
"distance allows","step"
"distance makes","heart"
"distance means","little"
"distance wise","grows"
"distinct impressions","net"
"distribution list","send"
"district city","council"
"district maps","commission"
"ditto looking","forward"
"diversity actors","equity"
"diversity platinum","members"
"divide life","best"
"divide small","jobs"
"divided basic","groups"
"divine blue","check"
"divine clinic","promo"
"divorce case","build"
"divorce child","support"
"divorce hundred","grand"
"divorce really","affected"
"divorce seminar","tomorrow"
"divorce tampa","friday"
"dj beach","tonight"
"dj curtis","dirt"
"dj cut","big"
"dj dexter","lotus"
"dj dj","dj"
"dj don","stop"
"dj gee","kitchen"
"dj good","time"
"dj got","floor"
"dj let","know"
"dj lotus","dance"
"dj playing","hottest"
"dj special","guest"
"dj tonight","pm"
"doc rivers","kg"
"doctor broke","leg"
"doctor called","house"
"doctor found","guilty"
"doctor kids","let"
"doctor mother","going"
"doctor office","plants"
"doctor said","need"
"doctors office","waiting"
"documentary last","night"
"documentary street","music"
"documents judge","baker"
"dodge dodge","ball"
"dodgers take","lead"
"dodgers worth","billion"
"does band","play"
"does become","reality"
"does best","work"
"does better","job"
"does blake","griffin"
"does body","good"
"does business","need"
"does care","hate"
"does cease","hatred"
"does change","past"
"does coffee","taste"
"does cost","get"
"does day","work"
"does does","work"
"does dreams","forget"
"does duck","swim"
"does envy","does"
"does everybody","think"
"does fantastic","job"
"does get","better"
"does good","job"
"does great","job"
"does guy","know"
"does hair","look"
"does help","hurt"
"does high","school"
"does include","freedom"
"does just","come"
"does justice","gratitude"
"does kansas","self"
"does keep","saying"
"does kinda","look"
"does life","get"
"does live","life"
"does looks","like"
"does love","really"
"does make","sense"
"does makes","stronger"
"does man","woman"
"does man","think"
"does man","planning"
"does match","expectation"
"does mitt","romney"
"does moses","make"
"does new","york"
"does obtain","peace"
"does pain","makes"
"does party","start"
"does person","need"
"does play","part"
"does profit","man"
"does protect","love"
"does right","thing"
"does ring","bell"
"does school","smell"
"does shirt","say"
"does sing","answer"
"does single","define"
"does size","matter"
"does smell","like"
"does stuff","like"
"does taste","like"
"does thing","work"
"does things","like"
"does throw","nest"
"does time","go"
"does twitter","keep"
"does twitter","account"
"does weekend","look"
"dog animal","rescue"
"dog bites","man"
"dog book","man"
"dog cat","food"
"dog created","children"
"dog dark","read"
"dog day","afternoon"
"dog days","summer"
"dog dog","park"
"dog dogs","bark"
"dog just","ate"
"dog named","angel"
"dog nose","prints"
"dog park","today"
"dog passed","away"
"dog pony","grill"
"dog revolution","cd"
"dog reward","lost"
"dog roof","car"
"dog size","dog"
"dog smells","like"
"dog take","care"
"dog thing","earth"
"dog wearing","shorts"
"dogs last","night"
"dogs look","like"
"dogs relax","get"
"doing able","john"
"doing amazing","things"
"doing awesome","job"
"doing believe","going"
"doing calories","burned"
"doing cash","mob"
"doing cat","daddy"
"doing civic","duty"
"doing cool","stuff"
"doing create","jobs"
"doing dance","perfection"
"doing david","jordan"
"doing day","weekend"
"doing days","week"
"doing don","know"
"doing epic","chores"
"doing excellent","job"
"doing extra","day"
"doing fine","job"
"doing fine","thanks"
"doing fun","things"
"doing get","work"
"doing getting","ready"
"doing gods","work"
"doing good","job"
"doing google","hangout"
"doing grad","school"
"doing great","job"
"doing heavy","lifting"
"doing holiday","shopping"
"doing hope","having"
"doing household","chores"
"doing keep","good"
"doing last","minute"
"doing let","know"
"doing likes","liking"
"doing literally","thomas"
"doing little","things"
"doing little","bit"
"doing live","chat"
"doing lives","spending"
"doing long","time"
"doing looks","like"
"doing lot","better"
"doing make","sure"
"doing meet","greet"
"doing minutes","walking"
"doing moving","goals"
"doing music","video"
"doing new","year"
"doing order","learn"
"doing ordinary","things"
"doing own","thing"
"doing pair","shoes"
"doing part","help"
"doing people","say"
"doing poor","job"
"doing positive","things"
"doing pretty","good"
"doing really","good"
"doing red","carpet"
"doing right","thing"
"doing saturday","night"
"doing school","work"
"doing simple","need"
"doing sit","ups"
"doing social","media"
"doing stuff","people"
"doing thanks","asking"
"doing thing","expecting"
"doing thursday","night"
"doing ticket","giveaway"
"doing time","important"
"doing today","wish"
"doing tomorrow","night"
"doing took","get"
"doing ur","thing"
"doing walt","disney"
"doing warped","tour"
"doing years","anonymous"
"dollar make","change"
"dollar test","drive"
"dollars casting","code"
"dollars chuck","dollars"
"dollars fund","wars"
"dollars hour","casting"
"dollars ice","get"
"dollars junk","cars"
"dollars leave","dollars"
"dollars weave","plus"
"dolphins don","take"
"dolphins nfl","draft"
"dolphins smart","weeks"
"don able","get"
"don actually","know"
"don add","facebook"
"don add","people"
"don alice","walker"
"don allow","people"
"don answers","just"
"don anyone","know"
"don apart","long"
"don apply","ready"
"don appreciate","people"
"don ask","don"
"don assume","drama"
"don attacks","fake"
"don believe","anything"
"don big","deal"
"don books","don"
"don break","heart"
"don bring","flowers"
"don bring","rain"
"don cage","laughing"
"don chase","replace"
"don chase","em"
"don cheat","don"
"don check","twitter"
"don click","link"
"don compare","life"
"don complain","things"
"don compromise","got"
"don consider","myself"
"don cut","close"
"don dare","say"
"don date","beautiful"
"don determine","go"
"don doubt","good"
"don drinking","problem"
"don drive","business"
"don end","robert"
"don exist","anymore"
"don eye","eye"
"don facebook","twitter"
"don falling","water"
"don fame","success"
"don feel","like"
"don finally","meet"
"don fit","anymore"
"don fix","broken"
"don follow","people"
"don forget","follow"
"don forgive","people"
"don forward","chain"
"don gamble","future"
"don gets","credit"
"don give","away"
"don go","school"
"don good","partner"
"don great","start"
"don grow","really"
"don hash","tag"
"don hate","just"
"don hesitate","ask"
"don hit","don"
"don hold","breath"
"don holding","love"
"don hope","hurt"
"don human","promise"
"don hurt","em"
"don judge","day"
"don just","love"
"don knock","try"
"don know","going"
"don last","tough"
"don learn","history"
"don learn","mistake"
"don library","card"
"don look","like"
"don lots","people"
"don love","don"
"don lower","standards"
"don make","sense"
"don mean","thing"
"don mean","just"
"don mention","luck"
"don middle","class"
"don mind","just"
"don necessarily","best"
"don notice","things"
"don number","anymore"
"don open","door"
"don pass","don"
"don permanently","just"
"don personality","attitude"
"don phone","number"
"don plan","going"
"don plans","weekend"
"don play","like"
"don play","games"
"don pretend","like"
"don prison","inmates"
"don pull","shade"
"don pushed","problems"
"don quit","hilton"
"don quite","know"
"don quite","get"
"don really","know"
"don recall","seeing"
"don recall","eating"
"don reckless","people"
"don recognize","appreciate"
"don regret","divorce"
"don regular","tv"
"don remember","last"
"don reply","don"
"don respect","people"
"don rush","things"
"don say","anything"
"don scared","take"
"don school","tomorrow"
"don sell","short"
"don send","spam"
"don settle","anybody"
"don share","don"
"don shy","away"
"don sit","wait"
"don small","mind"
"don smoke","weed"
"don social","media"
"don somebody","waiting"
"don sound","like"
"don spend","time"
"don stand","chance"
"don stay","late"
"don stop","believing"
"don stress","future"
"don stress","things"
"don succeed","try"
"don sugar","coat"
"don support","marriage"
"don surprised","don"
"don sweat","small"
"don take","granted"
"don talk","anymore"
"don tell","anyone"
"don think","anyone"
"don throw","away"
"don touch","boat"
"don tough","skin"
"don trapped","living"
"don treat","like"
"don trip","fall"
"don try","make"
"don turn","right"
"don turn","lights"
"don turn","give"
"don twitter","like"
"don ur","number"
"don use","twitter"
"don usually","like"
"don wake","early"
"don walk","follow"
"don walk","run"
"don walk","lead"
"don want","go"
"don way","get"
"don whitney","houston"
"don win","championship"
"don win","today"
"don wish","easier"
"don work","hard"
"donald driver","season"
"donald duck","dunn"
"donald going","home"
"donald trump","rules"
"donate bikes","kids"
"donate great","cause"
"donate red","cross"
"donating open","arms"
"donation box","indiana"
"donation day","long"
"donation strain","day"
"donations operation","christmas"
"donations www","com"
"done anything","today"
"done best","part"
"done better","said"
"done class","time"
"done classes","semester"
"done college","hoops"
"done crying","myself"
"done did","get"
"done dirt","cheap"
"done doing","proverb"
"done don","know"
"done done","done"
"done fair","share"
"done felt","strongly"
"done finals","week"
"done generally","interrupted"
"done get","gotten"
"done getting","ready"
"done going","home"
"done got","work"
"done great","job"
"done holiday","shopping"
"done hope","confidence"
"done hoping","done"
"done horror","movie"
"done hunger","games"
"done incredible","job"
"done junior","year"
"done kissing","hours"
"done last","night"
"done let","know"
"done level","best"
"done life","work"
"done like","times"
"done like","done"
"done long","time"
"done lot","work"
"done make","sure"
"done mentally","drained"
"done mind","gets"
"done nails","done"
"done need","get"
